"city","state","lat","lon"
"Alleman","IA",41.8158,-93.6094
"Maynard","IA",42.7739,-91.8775
"Livermore","IA",42.868,-94.184
"Viola","IA",42.0919,-91.3873
"Orange City","IA",43.0021,-96.0567
"Hopkinton","IA",42.343,-91.2488
"Hiteman","IA",41.0589,-92.8921
"Strawberry Point","IA",42.6804,-91.5349
"Martinsburg","IA",41.1786,-92.2519
"Missouri Valley","IA",41.5574,-95.9028
"Pioneer","IA",42.6535,-94.3909
"Plainfield","IA",42.8447,-92.5357
"Martensdale","IA",41.3738,-93.7387
"Rowan","IA",42.7391,-93.5504
"Drakesville","IA",40.7984,-92.4814
"Thompson","IA",43.3698,-93.7747
"McClelland","IA",41.3285,-95.6834
"Anthon","IA",42.3881,-95.8657
"Glasgow","IA",40.9409,-91.7804
"Hayfield","IA",43.1781,-93.6926
"Luton","IA",42.3397,-96.2264
"Williamson","IA",41.0883,-93.2568
"Polk City","IA",41.7773,-93.7132
"Raymond","IA",42.4694,-92.2296
"Vining","IA",41.991,-92.3875
"Sharpsburg","IA",40.803,-94.6405
"Underwood","IA",41.3808,-95.682
"Carpenter","IA",43.415,-93.0173
"McIntire","IA",43.436,-92.5937
"Clayton","IA",42.9033,-91.1507
"Worthington","IA",42.3981,-91.1208
"Bankston","IA",42.5073,-90.9613
"Bouton","IA",41.8511,-94.0106
"Willey","IA",41.9787,-94.8224
"Shell Rock","IA",42.7122,-92.5819
"Laurens","IA",42.8477,-94.8482
"Albert City","IA",42.7816,-94.9491
"Lucas","IA",41.0322,-93.4611
"Climbing Hill","IA",42.3394,-96.081
"Riverton","IA",40.6868,-95.5686
"Exline","IA",40.649,-92.8432
"River Sioux","IA",41.8024,-96.0478
"Ryan","IA",42.3524,-91.4852
"Ottosen","IA",42.898,-94.3755
"Sexton","IA",43.0749,-94.0892
"Paris","IA",42.2386,-91.5791
"Yale","IA",41.7754,-94.3572
"Matlock","IA",43.2443,-95.9343
"Blakesburg","IA",40.962,-92.6348
"Quimby","IA",42.6292,-95.644
"Rockwell City","IA",42.3981,-94.6289
"Finchford","IA",42.6272,-92.5438
"Ackworth","IA",41.3642,-93.4723
"Plover","IA",42.8767,-94.6222
"Lehigh","IA",42.3575,-94.0535
"Toddville","IA",42.0992,-91.7168
"Guthrie Center","IA",41.6781,-94.499
"Nashua","IA",42.9501,-92.5417
"Orient","IA",41.2032,-94.4178
"Tipton","IA",41.7697,-91.1283
"Botna","IA",41.8558,-95.1314
"Logan","IA",41.6453,-95.7917
"Elk Horn","IA",41.593,-95.0615
"Janesville","IA",42.6459,-92.4627
"Kanawha","IA",42.9342,-93.7933
"Rickardsville","IA",42.5815,-90.8763
"Pleasant Plain","IA",41.1472,-91.8597
"Middle Amana","IA",41.7945,-91.901
"Gillett Grove","IA",43.0166,-95.0365
"Frederika","IA",42.8835,-92.3054
"Rock Rapids","IA",43.4273,-96.1662
"Bassett","IA",43.0621,-92.5158
"Hills","IA",41.5571,-91.5361
"Lyman","IA",41.2311,-94.9844
"Arlington","IA",42.7488,-91.6711
"Eagle Grove","IA",42.6664,-93.9026
"Saint Benedict","IA",43.044,-94.0609
"Macksburg","IA",41.215,-94.1849
"McCausland","IA",41.7435,-90.4461
"Aspinwall","IA",41.9106,-95.135
"Afton","IA",41.0276,-94.1954
"Newhall","IA",41.9934,-91.9672
"Dixon","IA",41.7422,-90.7824
"Elberon","IA",42.0055,-92.3161
"Linby","IA",41.1506,-92.1413
"Otranto","IA",43.4608,-92.9861
"Cromwell","IA",41.0403,-94.4616
"Green Mountain","IA",42.1019,-92.8196
"Coggon","IA",42.2783,-91.5304
"Bluffton","IA",43.403,-91.9118
"Coppock","IA",41.1635,-91.7151
"Waverly","IA",42.7249,-92.4707
"Stanton","IA",40.981,-95.1029
"Conroy","IA",41.7267,-91.9986
"Kellerton","IA",40.7103,-94.0503
"Epworth","IA",42.4474,-90.9309
"Delhi","IA",42.4303,-91.3305
"Monticello","IA",42.2303,-91.1837
"Brooks","IA",40.9653,-94.805
"Dolliver","IA",43.4638,-94.6143
"Wesley","IA",43.0887,-93.9929
"Harris","IA",43.4435,-95.4371
"Nichols","IA",41.4797,-91.3081
"Thornburg","IA",41.4553,-92.3327
"Defiance","IA",41.8254,-95.3404
"Hartford","IA",41.4577,-93.4038
"Carter Lake","IA",41.2884,-95.9171
"Bode","IA",42.868,-94.2863
"Atkins","IA",41.9943,-91.8585
"Newell","IA",42.6097,-95.004
"Columbus City","IA",41.2592,-91.3747
"Postville","IA",43.084,-91.5683
"Holiday Lake","IA",41.8174,-92.4496
"Morton Mills","IA",41.0797,-94.9847
"Hanlontown","IA",43.2809,-93.3789
"Dow City","IA",41.9279,-95.4944
"Moscow","IA",41.575,-91.0827
"Yetter","IA",42.3161,-94.8432
"Runnells","IA",41.514,-93.3604
"Dedham","IA",41.9087,-94.8232
"Rome","IA",40.9823,-91.6818
"Galva","IA",42.5059,-95.4177
"New Sharon","IA",41.4701,-92.6509
"Webster","IA",41.4379,-92.1715
"Hutchins","IA",43.0878,-93.8865
"Murray","IA",41.0413,-93.9489
"Luzerne","IA",41.9057,-92.1803
"Waukon","IA",43.2684,-91.4782
"Argyle","IA",40.5317,-91.5663
"Newton","IA",41.6964,-93.0403
"Curlew","IA",42.9795,-94.7377
"Bancroft","IA",43.2928,-94.2175
"Milo","IA",41.2892,-93.4406
"Marshalltown","IA",42.0341,-92.9067
"Wiota","IA",41.401,-94.8875
"Fruitland","IA",41.3475,-91.1288
"Belle Plaine","IA",41.8953,-92.2753
"Center Junction","IA",42.1141,-91.0903
"Moneta","IA",43.1291,-95.3906
"Duncan","IA",43.1051,-93.7059
"Washington","IA",41.2982,-91.6928
"Buck Grove","IA",41.9178,-95.3951
"Tripoli","IA",42.8083,-92.2579
"Grinnell","IA",41.7373,-92.7244
"Jefferson","IA",42.0173,-94.3798
"Redding","IA",40.6068,-94.3863
"Dickens","IA",43.1339,-95.0223
"Granville","IA",42.9854,-95.8748
"Donahue","IA",41.6915,-90.6746
"Mount Ayr","IA",40.7141,-94.2377
"Iconium","IA",40.8914,-92.9552
"Ross","IA",41.7742,-94.9189
"Nevinville","IA",41.1472,-94.5008
"Royal","IA",43.0644,-95.2836
"Millersburg","IA",41.5732,-92.1592
"Woodward","IA",41.8527,-93.9208
"Dorchester","IA",43.4697,-91.511
"Douds","IA",40.8438,-92.0764
"Arion","IA",41.9482,-95.4623
"Selma","IA",40.8703,-92.1532
"Joice","IA",43.3648,-93.4581
"Ossian","IA",43.1469,-91.7646
"Dubuque","IA",42.5007,-90.7067
"West Union","IA",42.9588,-91.8132
"California Junction","IA",41.5601,-95.9947
"Libertyville","IA",40.9583,-92.0502
"Doon","IA",43.2788,-96.2317
"Marion","IA",42.0452,-91.5847
"Floris","IA",40.864,-92.3323
"High Amana","IA",41.8011,-91.9419
"College Springs","IA",40.6213,-95.1212
"Meyer","IA",43.4618,-92.7011
"Scranton","IA",42.0191,-94.549
"Shipley","IA",41.98,-93.5116
"Burr Oak","IA",43.458,-91.8619
"Creston","IA",41.0597,-94.365
"Saint Anthony","IA",42.1239,-93.1978
"Breda","IA",42.184,-94.9751
"Smithland","IA",42.229,-95.9312
"Iowa City","IA",41.6559,-91.5304
"McCallsburg","IA",42.1648,-93.3907
"Walker","IA",42.2873,-91.7809
"Pierson","IA",42.5428,-95.8653
"Maysville","IA",41.6498,-90.7183
"Fenton","IA",43.2181,-94.428
"Percival","IA",40.7513,-95.8132
"Buffalo","IA",41.4666,-90.717
"Coulter","IA",42.7331,-93.3701
"Anita","IA",41.4436,-94.7659
"Cambridge","IA",41.9001,-93.536
"Clinton","IA",41.8434,-90.2408
"Sageville","IA",42.5489,-90.7062
"Evans","IA",41.3028,-92.7271
"Rose Hill","IA",41.3202,-92.4638
"Westgate","IA",42.7682,-91.9956
"Madrid","IA",41.8757,-93.8205
"Mingo","IA",41.7662,-93.2826
"Jesup","IA",42.4745,-92.0658
"Batavia","IA",40.9951,-92.1674
"Van Meter","IA",41.5207,-93.9454
"Pleasantville","IA",41.3864,-93.2727
"West Grove","IA",40.7247,-92.5602
"Knoxville","IA",41.3188,-93.1024
"Welton","IA",41.9076,-90.5959
"Knierim","IA",42.4561,-94.4559
"Primghar","IA",43.0864,-95.6209
"Huntington","IA",43.4916,-94.7919
"Monteith","IA",41.6314,-94.4286
"Norwalk","IA",41.4901,-93.6916
"Newburg","IA",41.8186,-92.7744
"Cooper","IA",41.9203,-94.3447
"Manson","IA",42.5284,-94.5401
"Cherokee","IA",42.7508,-95.5526
"Martelle","IA",42.0204,-91.3578
"North Buena Vista","IA",42.6776,-90.9585
"Gilman","IA",41.8788,-92.7881
"Schaller","IA",42.4965,-95.2963
"Persia","IA",41.5786,-95.5705
"Winfield","IA",41.1259,-91.4382
"Rochester","IA",41.6747,-91.1508
"Gilbert","IA",42.1073,-93.6462
"Callender","IA",42.3616,-94.2955
"Reasnor","IA",41.5789,-93.0229
"North Washington","IA",43.1173,-92.4154
"Oto","IA",42.282,-95.8945
"Mitchell","IA",43.3204,-92.8707
"Elkhart","IA",41.7923,-93.524
"Morse","IA",41.7495,-91.4346
"Fayette","IA",42.8415,-91.8037
"Springville","IA",42.0529,-91.4457
"Shenandoah","IA",40.7583,-95.372
"Algona","IA",43.0743,-94.2302
"Van Horne","IA",42.0096,-92.0894
"Van Wert","IA",40.871,-93.7918
"West Burlington","IA",40.8218,-91.1762
"Delta","IA",41.3226,-92.3304
"Dumont","IA",42.7522,-92.9735
"Titonka","IA",43.2369,-94.0414
"Lidderdale","IA",42.1225,-94.7837
"Lake Park","IA",43.4472,-95.3246
"Alexander","IA",42.8044,-93.4786
"Thurman","IA",40.8202,-95.7488
"Lincoln","IA",42.2635,-92.6914
"Crawfordsville","IA",41.214,-91.5367
"Whitten","IA",42.2626,-93.0097
"Blairsburg","IA",42.4784,-93.6428
"West Bend","IA",42.9599,-94.4457
"West Chester","IA",41.34,-91.8169
"Grand Junction","IA",42.033,-94.237
"Keomah Village","IA",41.2887,-92.5367
"Ewart","IA",41.6411,-92.6105
"What Cheer","IA",41.3998,-92.3546
"Rathbun","IA",40.8017,-92.8871
"Rowley","IA",42.3685,-91.8445
"Ventura","IA",43.1283,-93.4621
"Miles","IA",42.0488,-90.3151
"Charleston","IA",40.5909,-91.5313
"Modale","IA",41.6182,-96.012
"Goldfield","IA",42.7357,-93.9181
"Davis City","IA",40.6401,-93.8126
"Hastings","IA",41.0251,-95.4948
"Moravia","IA",40.8918,-92.8191
"Dysart","IA",42.1721,-92.3091
"Spring Hill","IA",41.4122,-93.65
"Wright","IA",41.2492,-92.526
"Craig","IA",42.8956,-96.3097
"Lacona","IA",41.1901,-93.3851
"Chariton","IA",41.0176,-93.3095
"Asbury","IA",42.512,-90.7795
"Auburn","IA",42.2496,-94.8778
"Diamondhead Lake","IA",41.5489,-94.2592
"Maxwell","IA",41.8914,-93.396
"Ledyard","IA",43.4206,-94.1585
"Peterson","IA",42.9176,-95.3431
"Homestead","IA",41.7627,-91.8731
"Jamison","IA",41.1217,-93.7249
"Prairie City","IA",41.5954,-93.2393
"Fernald","IA",42.0708,-93.3949
"Norwood","IA",41.1167,-93.4788
"Farmington","IA",40.6389,-91.7392
"Redfield","IA",41.5905,-94.1963
"Sioux Rapids","IA",42.8916,-95.1488
"Clear Lake","IA",43.1346,-93.374
"Humeston","IA",40.861,-93.4973
"Swisher","IA",41.8442,-91.6938
"Sibley","IA",43.4013,-95.7438
"Havelock","IA",42.8332,-94.7009
"Downey","IA",41.6161,-91.3485
"New Albin","IA",43.497,-91.2881
"Danville","IA",40.8599,-91.3145
"Donnan","IA",42.8961,-91.8779
"Beaconsfield","IA",40.8076,-94.0507
"Faulkner","IA",42.6153,-93.086
"Aplington","IA",42.582,-92.8838
"Key West","IA",42.4489,-90.684
"Williams","IA",42.4892,-93.5411
"De Soto","IA",41.5364,-94.0098
"Edgewood","IA",42.6443,-91.4017
"Wapello","IA",41.1772,-91.1881
"Marengo","IA",41.7965,-92.0678
"Patterson","IA",41.3485,-93.8771
"Alton","IA",42.9877,-96.0095
"Summitville","IA",40.4728,-91.4488
"Panora","IA",41.691,-94.3637
"Grafton","IA",43.3304,-93.0687
"Dike","IA",42.4641,-92.6255
"Dunlap","IA",41.8526,-95.6006
"Decatur City","IA",40.7423,-93.8328
"Hale","IA",42.0125,-91.0593
"Morrison","IA",42.343,-92.6733
"Marne","IA",41.4489,-95.1108
"Gilliatt","IA",41.2911,-95.7586
"Highland Center","IA",41.1264,-92.3532
"Wall Lake","IA",42.2672,-95.0927
"Promise City","IA",40.7473,-93.1498
"Morley","IA",42.006,-91.2459
"Gruver","IA",43.3931,-94.7036
"Nora Springs","IA",43.1445,-93.0095
"Ogden","IA",42.0395,-94.0283
"Benton","IA",40.7041,-94.3612
"Webster City","IA",42.4623,-93.8167
"Allison","IA",42.7518,-92.7957
"Sandyville","IA",41.3709,-93.3862
"Swedesburg","IA",41.1053,-91.5471
"Boone","IA",42.053,-93.8771
"Ainsworth","IA",41.2901,-91.5545
"Conrad","IA",42.2234,-92.874
"Leland","IA",43.3318,-93.6351
"Washburn","IA",42.4112,-92.2685
"Ottumwa","IA",41.0196,-92.4186
"Trenton","IA",41.0617,-91.6374
"Farlin","IA",42.0764,-94.4486
"Calamus","IA",41.8265,-90.76
"Deep River","IA",41.5812,-92.3731
"Lakeside","IA",42.6179,-95.1772
"Lewis","IA",41.3065,-95.0843
"Coon Rapids","IA",41.8748,-94.6785
"Weston","IA",41.342,-95.7448
"Sewal","IA",40.6442,-93.2588
"Pilot Mound","IA",42.1593,-94.0183
"Glenwood","IA",41.0445,-95.7408
"Marathon","IA",42.8602,-94.9829
"Lorimor","IA",41.1268,-94.0571
"Cornelia","IA",42.79,-93.6833
"Mark","IA",40.6603,-92.5116
"Melcher-Dallas","IA",41.2275,-93.2411
"Robinson","IA",42.3419,-91.5788
"Donnellson","IA",40.6442,-91.5616
"Shannon City","IA",40.8992,-94.2639
"Clearfield","IA",40.8025,-94.4826
"Colfax","IA",41.68,-93.2386
"New London","IA",40.9232,-91.401
"Union","IA",42.2435,-93.0627
"Saint Joseph","IA",42.9123,-94.2308
"Tara","IA",42.5002,-94.2958
"Agency","IA",40.9975,-92.3072
"Zwingle","IA",42.2972,-90.6875
"Clarksville","IA",42.78,-92.6681
"Emmetsburg","IA",43.1146,-94.6799
"Swea City","IA",43.3832,-94.311
"Lu Verne","IA",42.9092,-94.0836
"Roland","IA",42.166,-93.503
"Kesley","IA",42.6625,-92.9102
"Aurelia","IA",42.7131,-95.4368
"Johnston","IA",41.6856,-93.7173
"Rands","IA",42.325,-94.5789
"Gladbrook","IA",42.1861,-92.715
"Hepburn","IA",40.8476,-95.0167
"Denison","IA",42.016,-95.3528
"Independence","IA",42.4621,-91.903
"Henderson","IA",41.14,-95.4309
"Jerico","IA",43.1847,-92.2585
"Paullina","IA",42.9796,-95.684
"Knoke","IA",42.5169,-94.763
"Amana","IA",41.8025,-91.8741
"Wyman","IA",41.1922,-91.474
"Oxford Junction","IA",41.9837,-90.9541
"Beacon","IA",41.2746,-92.6814
"Hansell","IA",42.7578,-93.1041
"Granger","IA",41.7616,-93.8234
"Larrabee","IA",42.8615,-95.5446
"Mount Zion","IA",40.7886,-91.9338
"Masonville","IA",42.4798,-91.5915
"Hornick","IA",42.2304,-96.0971
"Keswick","IA",41.4547,-92.2382
"Sabula","IA",42.0665,-90.1756
"Bedford","IA",40.6712,-94.724
"Luther","IA",41.9669,-93.8176
"Wyoming","IA",42.0597,-91.0051
"Packard","IA",42.8508,-92.7321
"Quasqueton","IA",42.3944,-91.7579
"Strahan","IA",40.9497,-95.4992
"Millville","IA",42.7,-91.0743
"Oakville","IA",41.0981,-91.0436
"Oneida","IA",42.5428,-91.3535
"Beaman","IA",42.2202,-92.8221
"Thayer","IA",41.029,-94.0497
"Liscomb","IA",42.191,-93.0062
"Low Moor","IA",41.8023,-90.3542
"Randall","IA",42.2371,-93.6026
"Holstein","IA",42.4869,-95.5429
"Gunder","IA",42.9716,-91.5132
"Rodney","IA",42.2047,-95.9508
"Stockton","IA",41.5908,-90.8566
"Radcliffe","IA",42.3177,-93.4343
"Humboldt","IA",42.7232,-94.2245
"Armstrong","IA",43.3945,-94.4834
"Bremer","IA",42.7733,-92.3949
"State Center","IA",42.0149,-93.1652
"Fredericksburg","IA",42.9647,-92.1964
"Andover","IA",41.9799,-90.2529
"Huxley","IA",41.896,-93.5915
"Colesburg","IA",42.6387,-91.201
"Salix","IA",42.3158,-96.3035
"Kimballton","IA",41.6271,-95.0749
"Manchester","IA",42.4854,-91.4556
"Kinross","IA",41.4589,-91.9873
"Parnell","IA",41.5835,-92.0045
"Meservey","IA",42.9157,-93.4734
"Mondamin","IA",41.7101,-96.0215
"Rock Falls","IA",43.2069,-93.0874
"Indianola","IA",41.3629,-93.5652
"Preston","IA",42.049,-90.3974
"Kirkman","IA",41.7281,-95.2673
"Delmar","IA",41.9988,-90.608
"Ute","IA",42.05,-95.7058
"Springbrook","IA",42.1657,-90.4793
"Minburn","IA",41.7576,-94.0286
"Letts","IA",41.3299,-91.2356
"Grant","IA",41.1427,-94.985
"Carroll","IA",42.0699,-94.8647
"Bridgewater","IA",41.2472,-94.669
"Tracy","IA",41.2764,-92.8755
"Sigourney","IA",41.3341,-92.2045
"Mallard","IA",42.9395,-94.6828
"Anderson","IA",40.7983,-95.6086
"Alta Vista","IA",43.1968,-92.417
"Gifford","IA",42.2883,-93.0905
"Lohrville","IA",42.2672,-94.5516
"Hinton","IA",42.6212,-96.2976
"Lester","IA",43.4403,-96.3315
"Russell","IA",40.9801,-93.2005
"Corwith","IA",42.989,-93.9581
"Linden","IA",41.6427,-94.27
"Cloverdale","IA",43.3469,-95.6858
"Vinton","IA",42.1639,-92.026
"Gowrie","IA",42.2778,-94.2897
"Exira","IA",41.592,-94.8811
"Pleasanton","IA",40.5825,-93.743
"Riceville","IA",43.3621,-92.5541
"Inwood","IA",43.3093,-96.4351
"Aurora","IA",42.6201,-91.7295
"DeWitt","IA",41.8225,-90.5438
"Lake View","IA",42.3046,-95.0406
"Columbus Junction","IA",41.2787,-91.3651
"Remsen","IA",42.8148,-95.9724
"Keokuk","IA",40.4096,-91.4031
"Truro","IA",41.2098,-93.8467
"Waterloo","IA",42.492,-92.3522
"Dyersville","IA",42.4817,-91.1176
"Estherville","IA",43.3998,-94.8343
"Stone City","IA",42.1101,-91.3543
"Stanwood","IA",41.8933,-91.1486
"Shellsburg","IA",42.0929,-91.871
"Hurstville","IA",42.0975,-90.6832
"Minden","IA",41.4686,-95.541
"Rockford","IA",43.0524,-92.9477
"King","IA",42.4053,-90.5918
"Cresco","IA",43.3718,-92.1164
"Croton","IA",40.5903,-91.6907
"Spragueville","IA",42.0717,-90.4321
"Highlandville","IA",43.4422,-91.6685
"Shueyville","IA",41.8463,-91.6512
"Kamrar","IA",42.3898,-93.728
"Soldier","IA",41.9842,-95.7802
"Parkersburg","IA",42.574,-92.7788
"Grundy Center","IA",42.3638,-92.774
"Ionia","IA",43.0361,-92.4584
"Seney","IA",42.8528,-96.1309
"Dana","IA",42.1071,-94.2383
"Stiles","IA",40.635,-92.3513
"Cylinder","IA",43.0897,-94.5512
"Portsmouth","IA",41.6505,-95.5193
"Battle Creek","IA",42.3168,-95.6003
"Mystic","IA",40.7792,-92.9446
"Tennant","IA",41.5941,-95.4449
"Fostoria","IA",43.243,-95.155
"Manilla","IA",41.8924,-95.2345
"Decorah","IA",43.3016,-91.7845
"Stratford","IA",42.2691,-93.9272
"Charter Oak","IA",42.0684,-95.589
"Irvington","IA",43.0136,-94.196
"Beaver","IA",42.0383,-94.14
"Dawson","IA",41.8431,-94.2203
"North Liberty","IA",41.7439,-91.6105
"Blencoe","IA",41.9304,-96.0822
"Carlisle","IA",41.5116,-93.4949
"Latimer","IA",42.7628,-93.3656
"Langdon","IA",43.2158,-95.088
"Sidney","IA",40.7459,-95.6443
"Palmer","IA",42.6299,-94.5984
"Panama","IA",41.7262,-95.4754
"Delaware","IA",42.4713,-91.339
"Elkport","IA",42.7411,-91.2751
"Earlham","IA",41.4945,-94.1222
"Folletts","IA",41.7486,-90.3549
"Goose Lake","IA",41.968,-90.3817
"Keosauqua","IA",40.7347,-91.9605
"Lime Springs","IA",43.4498,-92.2841
"Mineola","IA",41.1414,-95.6954
"Hazleton","IA",42.6178,-91.9059
"Riverside","IA",41.4894,-91.5558
"Turin","IA",42.0208,-95.966
"Waucoma","IA",43.0554,-92.0341
"New Liberty","IA",41.716,-90.8781
"Tiffin","IA",41.7067,-91.6583
"Garber","IA",42.7444,-91.2617
"Clarence","IA",41.8859,-91.057
"Monmouth","IA",42.0751,-90.8822
"Tabor","IA",40.8949,-95.6737
"Stacyville","IA",43.4391,-92.784
"Sunbury","IA",41.67,-90.931
"Spencer","IA",43.1468,-95.1534
"Blue Grass","IA",41.5096,-90.7649
"Brooklyn","IA",41.7314,-92.4453
"Floyd","IA",43.1282,-92.7402
"Fulton","IA",42.1536,-90.6782
"Carl","IA",41.12,-94.663
"Voorhies","IA",42.3358,-92.4827
"Slater","IA",41.8793,-93.6863
"Varina","IA",42.6582,-94.8977
"Germantown","IA",42.9533,-95.7808
"Galt","IA",42.693,-93.6051
"Toronto","IA",41.9029,-90.8627
"Ware","IA",42.7903,-94.7591
"Lineville","IA",40.587,-93.5232
"Marysville","IA",41.1827,-92.9537
"Montezuma","IA",41.5833,-92.5274
"Bertram","IA",41.9512,-91.5376
"Saint Paul","IA",40.7678,-91.5165
"Clermont","IA",43.0001,-91.6523
"Hamburg","IA",40.6061,-95.6545
"Farmersburg","IA",42.9589,-91.367
"Osterdock","IA",42.7314,-91.1579
"Guernsey","IA",41.6492,-92.343
"Stuart","IA",41.5003,-94.3187
"Lourdes","IA",43.2622,-92.2988
"Sumner","IA",42.8498,-92.0971
"Lake Panorama","IA",41.7199,-94.4026
"Fairfax","IA",41.9227,-91.776
"Linn Grove","IA",42.8928,-95.2424
"Teeds Grove","IA",42.0117,-90.2476
"Carson","IA",41.2359,-95.4186
"Elgin","IA",42.9553,-91.6356
"Garnavillo","IA",42.8662,-91.2364
"Oelwein","IA",42.6715,-91.9133
"Conway","IA",40.7492,-94.6199
"Rolfe","IA",42.8129,-94.5313
"Fonda","IA",42.5817,-94.8457
"Garner","IA",43.1001,-93.6026
"Colo","IA",42.0145,-93.3186
"Altoona","IA",41.6461,-93.4758
"Farragut","IA",40.72,-95.4807
"Otter Creek","IA",42.2406,-90.6826
"Deloit","IA",42.0971,-95.3175
"Bussey","IA",41.2057,-92.8843
"Park View","IA",41.6922,-90.5393
"Rippey","IA",41.9342,-94.2008
"Monona","IA",43.0513,-91.3912
"Robins","IA",42.0799,-91.6764
"Rodman","IA",43.0266,-94.5272
"Cumberland","IA",41.2731,-94.8707
"Forest City","IA",43.257,-93.6364
"Langworthy","IA",42.1911,-91.224
"Calmar","IA",43.1811,-91.8678
"Fontanelle","IA",41.29,-94.5601
"Pulaski","IA",40.6929,-92.2737
"Hamlin","IA",41.6669,-94.9058
"Rubio","IA",41.2211,-91.9377
"Ringsted","IA",43.295,-94.5068
"Sutherland","IA",42.9729,-95.4951
"Granite","IA",43.4689,-96.5564
"Ira","IA",41.7778,-93.2058
"Elliott","IA",41.1494,-95.1629
"Saint Olaf","IA",42.9269,-91.3879
"Cumming","IA",41.4876,-93.7594
"Montour","IA",41.9803,-92.715
"Mount Auburn","IA",42.2575,-92.0943
"Le Roy","IA",40.8784,-93.5925
"Jewell","IA",42.3069,-93.6402
"Millerton","IA",40.8494,-93.3057
"New Market","IA",40.7324,-94.9005
"Le Grand","IA",42.0067,-92.7749
"Moingona","IA",42.0169,-93.9325
"Bettendorf","IA",41.5656,-90.4764
"Keota","IA",41.3651,-91.9533
"Rossie","IA",43.0137,-95.1886
"Ayrshire","IA",43.0395,-94.8335
"Garden City","IA",42.2455,-93.3954
"Oxford","IA",41.7229,-91.7912
"Plano","IA",40.7554,-93.0469
"Otley","IA",41.4589,-93.0358
"Halfa","IA",43.3519,-94.5419
"Treynor","IA",41.2322,-95.6062
"Marcus","IA",42.8224,-95.8068
"Barnes City","IA",41.5071,-92.4696
"Lanesboro","IA",42.1827,-94.6921
"West Okoboji","IA",43.3489,-95.1632
"Mapleton","IA",42.1671,-95.7905
"Gilbertville","IA",42.4191,-92.2143
"Harpers Ferry","IA",43.2009,-91.1519
"Grand Mound","IA",41.8232,-90.6502
"Maquoketa","IA",42.0599,-90.665
"Clive","IA",41.6147,-93.7979
"Bristow","IA",42.7738,-92.9079
"Grand River","IA",40.819,-93.9634
"Siam","IA",40.6278,-94.8855
"Marble Rock","IA",42.9648,-92.8683
"Menlo","IA",41.5221,-94.4043
"Audubon","IA",41.7181,-94.9286
"Fairbank","IA",42.6401,-92.0476
"Monroe","IA",41.5189,-93.1038
"Garrison","IA",42.144,-92.1431
"Holy Cross","IA",42.6012,-90.9962
"Kensett","IA",43.3534,-93.2106
"Carmel","IA",43.1278,-96.2353
"Grimes","IA",41.6775,-93.7946
"Hampton","IA",42.742,-93.205
"Fairport","IA",41.4359,-90.9046
"Fertile","IA",43.2623,-93.4232
"Geneva","IA",42.6748,-93.1298
"Lenox","IA",40.883,-94.5583
"Miller","IA",43.1864,-93.6076
"Struble","IA",42.8945,-96.1946
"Correctionville","IA",42.4771,-95.783
"Saint Charles","IA",41.2881,-93.8075
"Durango","IA",42.5611,-90.7743
"Council Bluffs","IA",41.2369,-95.8517
"Unionville","IA",40.8182,-92.6958
"Frankville","IA",43.1891,-91.6174
"Wheatland","IA",41.8329,-90.8379
"East Amana","IA",41.8071,-91.8498
"Des Moines","IA",41.5725,-93.6104
"Zearing","IA",42.1589,-93.2972
"Portland","IA",43.1276,-93.1271
"Randolph","IA",40.8734,-95.5647
"Glidden","IA",42.0576,-94.7267
"Mount Sterling","IA",40.6198,-91.9326
"Richland","IA",41.1857,-91.996
"Sheldon","IA",43.1796,-95.8441
"Tingley","IA",40.8527,-94.1958
"Braddyville","IA",40.5806,-95.0312
"Anamosa","IA",42.1091,-91.2758
"Stout","IA",42.5269,-92.7115
"Williamsburg","IA",41.668,-92.0098
"Saint Marys","IA",41.3076,-93.7339
"Bernard","IA",42.3133,-90.8319
"Everly","IA",43.1619,-95.3198
"Lowden","IA",41.8591,-90.9235
"Morning Sun","IA",41.0942,-91.2506
"New Hampton","IA",43.0572,-92.3164
"Greenville","IA",43.017,-95.1461
"Leando","IA",40.8221,-92.0805
"Rutland","IA",42.7615,-94.2952
"Duncombe","IA",42.4695,-93.9962
"Clarinda","IA",40.738,-95.034
"Dunkerton","IA",42.5672,-92.1611
"Milford","IA",43.3335,-95.1474
"Woodburn","IA",41.0108,-93.5962
"Bellevue","IA",42.2625,-90.4318
"Barnum","IA",42.5062,-94.3657
"Little Sioux","IA",41.8082,-96.0274
"Jordan","IA",42.0492,-93.7841
"Stockport","IA",40.8573,-91.8334
"Boxholm","IA",42.1736,-94.1061
"Numa","IA",40.6854,-92.98
"Fort Madison","IA",40.6198,-91.352
"Schley","IA",43.3033,-92.2191
"Castana","IA",42.0732,-95.9105
"Coin","IA",40.6561,-95.2349
"Walnut","IA",41.4885,-95.2205
"Thornton","IA",42.9442,-93.3871
"Le Claire","IA",41.5963,-90.3687
"Goodell","IA",42.9237,-93.614
"Belknap","IA",40.8206,-92.4263
"Woodbine","IA",41.7346,-95.7067
"Cedar Rapids","IA",41.9667,-91.6782
"Renwick","IA",42.8269,-93.9813
"Mona","IA",43.4833,-92.9501
"Adair","IA",41.5004,-94.6434
"Alta","IA",42.6717,-95.3045
"Lawler","IA",43.0718,-92.1536
"West Liberty","IA",41.5726,-91.2621
